,sentence,gold
351,चयः वृद्धिः स्वस्वधाम्नि एव (भवति) प्रद्वेषः वृद्धिहेतुषु विपरीतगुणइच्छा च (भवति) .,"{'tokens': ['चयः', 'वृद्धिः', 'स्वस्वधाम्नि', 'एव', '(भवति)', 'प्रद्वेषः', 'वृद्धिहेतुषु', 'विपरीतगुणइच्छा', 'च', '(भवति)', '.'], 'compounds': [{'span': ['1', '16'], 'label': 'No_rel'}, {'span': ['2', '16'], 'label': 'No_rel'}, {'span': ['3', '4'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['4', '16'], 'label': 'Comp_root'}, {'span': ['5', '16'], 'label': 'No_rel'}, {'span': ['6', '16'], 'label': 'No_rel'}, {'span': ['7', '16'], 'label': 'No_rel'}, {'span': ['8', '9'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['9', '16'], 'label': 'Comp_root'}, {'span': ['10', '11'], 'label': 'कर्मधारयः'}, {'span': ['11', '12'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['12', '16'], 'label': 'Comp_root'}, {'span': ['13', '16'], 'label': 'No_rel'}, {'span': ['14', '16'], 'label': 'No_rel'}, {'span': ['15', '16'], 'label': 'No_rel'}, {'span': ['16', '0'], 'label': 'root'}]}"
352,कोपः तु उन्मार्गगामिता (भवति) .,"{'tokens': ['कोपः', 'तु', 'उन्मार्गगामिता', '(भवति)', '.'], 'compounds': [{'span': ['1', '7'], 'label': 'No_rel'}, {'span': ['2', '7'], 'label': 'No_rel'}, {'span': ['3', '4'], 'label': 'द्वितीया-तत्पुरुषः'}, {'span': ['4', '7'], 'label': 'Comp_root'}, {'span': ['5', '7'], 'label': 'No_rel'}, {'span': ['6', '7'], 'label': 'No_rel'}, {'span': ['7', '0'], 'label': 'root'}]}"
353,लिङ्गानाम् दर्शनम् स्वेषाम् अस्वास्थ्यम् रोगसम्भवः स्वस्थानस्थस्य समता विकारअसम्भवः शमः (भवति) (भवति) (कोपस्य) (लक्षणम्),"{'tokens': ['लिङ्गानाम्', 'दर्शनम्', 'स्वेषाम्', 'अस्वास्थ्यम्', 'रोगसम्भवः', 'स्वस्थानस्थस्य', 'समता', 'विकारअसम्भवः', 'शमः', '(भवति)', '(भवति)', '(कोपस्य)', '(लक्षणम्)'], 'compounds': [{'span': ['1', '18'], 'label': 'No_rel'}, {'span': ['2', '18'], 'label': 'No_rel'}, {'span': ['3', '18'], 'label': 'No_rel'}, {'span': ['4', '18'], 'label': 'No_rel'}, {'span': ['5', '18'], 'label': 'No_rel'}, {'span': ['6', '18'], 'label': 'No_rel'}, {'span': ['7', '8'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['8', '9'], 'label': 'Comp_root'}, {'span': ['9', '18'], 'label': 'षष्ठीसम्बन्धः'}, {'span': ['10', '18'], 'label': 'No_rel'}, {'span': ['11', '12'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['12', '18'], 'label': 'Comp_root'}, {'span': ['13', '18'], 'label': 'No_rel'}, {'span': ['14', '18'], 'label': 'No_rel'}, {'span': ['15', '18'], 'label': 'No_rel'}, {'span': ['16', '18'], 'label': 'No_rel'}, {'span': ['17', '18'], 'label': 'No_rel'}, {'span': ['18', '0'], 'label': 'root'}]}"
354,चयप्रकोपशमाः वायोः ग्रीष्मआदिषु त्रिषु (जायन्ते) .,"{'tokens': ['चयप्रकोपशमाः', 'वायोः', 'ग्रीष्मआदिषु', 'त्रिषु', '(जायन्ते)', '.'], 'compounds': [{'span': ['1', '2'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['2', '3'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['3', '10'], 'label': 'Comp_root'}, {'span': ['4', '10'], 'label': 'No_rel'}, {'span': ['5', '6'], 'label': 'बहुव्रीहिः'}, {'span': ['6', '10'], 'label': 'Comp_root'}, {'span': ['7', '10'], 'label': 'No_rel'}, {'span': ['8', '10'], 'label': 'No_rel'}, {'span': ['9', '10'], 'label': 'No_rel'}, {'span': ['10', '0'], 'label': 'root'}]}"
355,वर्षाआदिषु तु (त्रिषु) पित्तस्य (जायन्ते) श्लेष्मणः शिशिरआदिषु (त्रिषु) (जायन्ते) चयप्रकोपशमाः चयप्रकोपशमाः,"{'tokens': ['वर्षाआदिषु', 'तु', '(त्रिषु)', 'पित्तस्य', '(जायन्ते)', 'श्लेष्मणः', 'शिशिरआदिषु', '(त्रिषु)', '(जायन्ते)', 'चयप्रकोपशमाः', 'चयप्रकोपशमाः'], 'compounds': [{'span': ['1', '18'], 'label': 'No_rel'}, {'span': ['2', '18'], 'label': 'No_rel'}, {'span': ['3', '18'], 'label': 'No_rel'}, {'span': ['4', '18'], 'label': 'No_rel'}, {'span': ['5', '18'], 'label': 'No_rel'}, {'span': ['6', '18'], 'label': 'No_rel'}, {'span': ['7', '18'], 'label': 'No_rel'}, {'span': ['8', '9'], 'label': 'बहुव्रीहिः'}, {'span': ['9', '18'], 'label': 'Comp_root'}, {'span': ['10', '18'], 'label': 'No_rel'}, {'span': ['11', '18'], 'label': 'No_rel'}, {'span': ['12', '13'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['13', '14'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['14', '18'], 'label': 'Comp_root'}, {'span': ['15', '16'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['16', '17'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['17', '18'], 'label': 'Comp_root'}, {'span': ['18', '0'], 'label': 'root'}]}"
356,चीयते लघुरूक्षाभिः ओषधीभिः वातदोषः समीरणः .,"{'tokens': ['चीयते', 'लघुरूक्षाभिः', 'ओषधीभिः', 'वातदोषः', 'समीरणः', '.'], 'compounds': [{'span': ['1', '8'], 'label': 'No_rel'}, {'span': ['2', '3'], 'label': 'कर्मधारयः'}, {'span': ['3', '8'], 'label': 'Comp_root'}, {'span': ['4', '8'], 'label': 'No_rel'}, {'span': ['5', '8'], 'label': 'No_rel'}, {'span': ['6', '8'], 'label': 'No_rel'}, {'span': ['7', '8'], 'label': 'No_rel'}, {'span': ['8', '0'], 'label': 'root'}]}"
357,तद्विधः तद्विधे देहे कालस्य औष्ण्यात् वातदोषः न कुप्यति .,"{'tokens': ['तद्विधः', 'तद्विधे', 'देहे', 'कालस्य', 'औष्ण्यात्', 'वातदोषः', 'न', 'कुप्यति', '.'], 'compounds': [{'span': ['1', '2'], 'label': 'केवलसमासः'}, {'span': ['2', '12'], 'label': 'Comp_root'}, {'span': ['3', '4'], 'label': 'केवलसमासः'}, {'span': ['4', '12'], 'label': 'Comp_root'}, {'span': ['5', '12'], 'label': 'No_rel'}, {'span': ['6', '12'], 'label': 'No_rel'}, {'span': ['7', '12'], 'label': 'No_rel'}, {'span': ['8', '12'], 'label': 'No_rel'}, {'span': ['9', '12'], 'label': 'No_rel'}, {'span': ['10', '12'], 'label': 'No_rel'}, {'span': ['11', '12'], 'label': 'No_rel'}, {'span': ['12', '0'], 'label': 'root'}]}"
358,अद्भिः अम्लविपाकाभिः ओषधीभिः च तादृशम् पित्तम् (चीयते) याति चयम् कोपम् न तु कालस्य शैत्यतः .,"{'tokens': ['अद्भिः', 'अम्लविपाकाभिः', 'ओषधीभिः', 'च', 'तादृशम्', 'पित्तम्', '(चीयते)', 'याति', 'चयम्', 'कोपम्', 'न', 'तु', 'कालस्य', 'शैत्यतः', '.'], 'compounds': [{'span': ['1', '17'], 'label': 'No_rel'}, {'span': ['2', '3'], 'label': 'बहुव्रीहिः'}, {'span': ['3', '17'], 'label': 'Comp_root'}, {'span': ['4', '17'], 'label': 'No_rel'}, {'span': ['5', '17'], 'label': 'No_rel'}, {'span': ['6', '17'], 'label': 'No_rel'}, {'span': ['7', '17'], 'label': 'No_rel'}, {'span': ['8', '17'], 'label': 'No_rel'}, {'span': ['9', '17'], 'label': 'No_rel'}, {'span': ['10', '17'], 'label': 'No_rel'}, {'span': ['11', '17'], 'label': 'No_rel'}, {'span': ['12', '17'], 'label': 'No_rel'}, {'span': ['13', '17'], 'label': 'No_rel'}, {'span': ['14', '17'], 'label': 'No_rel'}, {'span': ['15', '17'], 'label': 'No_rel'}, {'span': ['16', '17'], 'label': 'No_rel'}, {'span': ['17', '0'], 'label': 'root'}]}"
359,चीयते स्निग्धशीताभिः उदकऔषधीभिः कफः तुल्ये अपि काले देहे च स्कन्नत्वात् न प्रकुप्यति (कफः),"{'tokens': ['चीयते', 'स्निग्धशीताभिः', 'उदकऔषधीभिः', 'कफः', 'तुल्ये', 'अपि', 'काले', 'देहे', 'च', 'स्कन्नत्वात्', 'न', 'प्रकुप्यति', '(कफः)'], 'compounds': [{'span': ['1', '16'], 'label': 'No_rel'}, {'span': ['2', '16'], 'label': 'No_rel'}, {'span': ['3', '16'], 'label': 'No_rel'}, {'span': ['4', '16'], 'label': 'No_rel'}, {'span': ['5', '16'], 'label': 'No_rel'}, {'span': ['6', '16'], 'label': 'No_rel'}, {'span': ['7', '16'], 'label': 'No_rel'}, {'span': ['8', '16'], 'label': 'No_rel'}, {'span': ['9', '16'], 'label': 'No_rel'}, {'span': ['10', '16'], 'label': 'No_rel'}, {'span': ['11', '16'], 'label': 'No_rel'}, {'span': ['12', '16'], 'label': 'No_rel'}, {'span': ['13', '16'], 'label': 'No_rel'}, {'span': ['14', '16'], 'label': 'No_rel'}, {'span': ['15', '16'], 'label': 'No_rel'}, {'span': ['16', '0'], 'label': 'root'}]}"
360,इति कालस्वभावः अयम् आहारादिवशात् पुनः (भवति) चयादीन् यान्ति सद्यः अपि दोषाः काले अपि वा न तु .,"{'tokens': ['इति', 'कालस्वभावः', 'अयम्', 'आहारादिवशात्', 'पुनः', '(भवति)', 'चयादीन्', 'यान्ति', 'सद्यः', 'अपि', 'दोषाः', 'काले', 'अपि', 'वा', 'न', 'तु', '.'], 'compounds': [{'span': ['1', '20'], 'label': 'No_rel'}, {'span': ['2', '3'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['3', '20'], 'label': 'Comp_root'}, {'span': ['4', '20'], 'label': 'No_rel'}, {'span': ['5', '6'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['6', '20'], 'label': 'Comp_root'}, {'span': ['7', '20'], 'label': 'No_rel'}, {'span': ['8', '20'], 'label': 'No_rel'}, {'span': ['9', '20'], 'label': 'No_rel'}, {'span': ['10', '20'], 'label': 'No_rel'}, {'span': ['11', '20'], 'label': 'No_rel'}, {'span': ['12', '20'], 'label': 'No_rel'}, {'span': ['13', '20'], 'label': 'No_rel'}, {'span': ['14', '20'], 'label': 'No_rel'}, {'span': ['15', '20'], 'label': 'No_rel'}, {'span': ['16', '20'], 'label': 'No_rel'}, {'span': ['17', '20'], 'label': 'No_rel'}, {'span': ['18', '20'], 'label': 'No_rel'}, {'span': ['19', '20'], 'label': 'No_rel'}, {'span': ['20', '0'], 'label': 'root'}]}"
361,व्याप्नोति सहसा देहम् आपादतलमस्तकम् निवर्तते तु कुपितः मलः अल्पाल्पम् जलौघवत् .,"{'tokens': ['व्याप्नोति', 'सहसा', 'देहम्', 'आपादतलमस्तकम्', 'निवर्तते', 'तु', 'कुपितः', 'मलः', 'अल्पाल्पम्', 'जलौघवत्', '.'], 'compounds': [{'span': ['1', '14'], 'label': 'No_rel'}, {'span': ['2', '14'], 'label': 'No_rel'}, {'span': ['3', '14'], 'label': 'No_rel'}, {'span': ['4', '5'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['5', '6'], 'label': 'पञ्चमी-तत्पुरुषः'}, {'span': ['6', '14'], 'label': 'Comp_root'}, {'span': ['7', '14'], 'label': 'No_rel'}, {'span': ['8', '14'], 'label': 'No_rel'}, {'span': ['9', '14'], 'label': 'No_rel'}, {'span': ['10', '14'], 'label': 'No_rel'}, {'span': ['11', '14'], 'label': 'No_rel'}, {'span': ['12', '14'], 'label': 'No_rel'}, {'span': ['13', '14'], 'label': 'No_rel'}, {'span': ['14', '0'], 'label': 'root'}]}"
362,नानारूपैः असङ्ख्येयैः विकारैः कुपिताः मलाः तापयन्ति तनुम् (च),"{'tokens': ['नानारूपैः', 'असङ्ख्येयैः', 'विकारैः', 'कुपिताः', 'मलाः', 'तापयन्ति', 'तनुम्', '(च)'], 'compounds': [{'span': ['1', '2'], 'label': 'बहुव्रीहिः'}, {'span': ['2', '11'], 'label': 'Comp_root'}, {'span': ['3', '4'], 'label': 'नञ्-तत्पुरुषः'}, {'span': ['4', '11'], 'label': 'Comp_root'}, {'span': ['5', '11'], 'label': 'No_rel'}, {'span': ['6', '11'], 'label': 'No_rel'}, {'span': ['7', '11'], 'label': 'No_rel'}, {'span': ['8', '11'], 'label': 'No_rel'}, {'span': ['9', '11'], 'label': 'No_rel'}, {'span': ['10', '11'], 'label': 'No_rel'}, {'span': ['11', '0'], 'label': 'root'}]}"
363,तस्मात् तद्हेतुआकृतिसाधनम् शक्यम् न एकैकशः वक्तुम् अतः सामान्यम् उच्यते .,"{'tokens': ['तस्मात्', 'तद्हेतुआकृतिसाधनम्', 'शक्यम्', 'न', 'एकैकशः', 'वक्तुम्', 'अतः', 'सामान्यम्', 'उच्यते', '.'], 'compounds': [{'span': ['1', '14'], 'label': 'No_rel'}, {'span': ['2', '3'], 'label': 'कर्मधारयः'}, {'span': ['3', '4'], 'label': 'इतरेतर-द्वन्द्वः'}, {'span': ['4', '5'], 'label': 'षष्ठी-तत्पुरुषः'}, {'span': ['5', '14'], 'label': 'Comp_root'}, {'span': ['6', '14'], 'label': 'No_rel'}, {'span': ['7', '14'], 'label': 'No_rel'}, {'span': ['8', '14'], 'label': 'No_rel'}, {'span': ['9', '14'], 'label': 'No_rel'}, {'span': ['10', '14'], 'label': 'No_rel'}, {'span': ['11', '14'], 'label': 'No_rel'}, {'span': ['12', '14'], 'label': 'No_rel'}, {'span': ['13', '14'], 'label': 'No_rel'}, {'span': ['14', '0'], 'label': 'root'}]}"
364,दोषाः एव हि सर्वेषाम् रोगाणाम् एककारणम् सन्ति .,"{'tokens': ['दोषाः', 'एव', 'हि', 'सर्वेषाम्', 'रोगाणाम्', 'एककारणम्', 'सन्ति', '.'], 'compounds': [{'span': ['1', '9'], 'label': 'No_rel'}, {'span': ['2', '9'], 'label': 'No_rel'}, {'span': ['3', '9'], 'label': 'No_rel'}, {'span': ['4', '9'], 'label': 'No_rel'}, {'span': ['5', '9'], 'label': 'No_rel'}, {'span': ['6', '9'], 'label': 'No_rel'}, {'span': ['7', '9'], 'label': 'No_rel'}, {'span': ['8', '9'], 'label': 'No_rel'}, {'span': ['9', '0'], 'label': 'root'}]}"
365,यथा पक्षी परिपतन् सर्वतः सर्वम् अपि अहः छायाम् एति न आत्मीयाम् .,"{'tokens': ['यथा', 'पक्षी', 'परिपतन्', 'सर्वतः', 'सर्वम्', 'अपि', 'अहः', 'छायाम्', 'एति', 'न', 'आत्मीयाम्', '.'], 'compounds': [{'span': ['1', '13'], 'label': 'No_rel'}, {'span': ['2', '13'], 'label': 'No_rel'}, {'span': ['3', '13'], 'label': 'No_rel'}, {'span': ['4', '13'], 'label': 'No_rel'}, {'span': ['5', '13'], 'label': 'No_rel'}, {'span': ['6', '13'], 'label': 'No_rel'}, {'span': ['7', '13'], 'label': 'No_rel'}, {'span': ['8', '13'], 'label': 'No_rel'}, {'span': ['9', '13'], 'label': 'No_rel'}, {'span': ['10', '13'], 'label': 'No_rel'}, {'span': ['11', '13'], 'label': 'No_rel'}, {'span': ['12', '13'], 'label': 'No_rel'}, {'span': ['13', '0'], 'label': 'root'}]}"
