sentence,gold
यः (श्लेष्मा) तु आमाशयसंस्थितः क्लेदकः सः अन्नसङ्घातक्लेदनात् (उच्यते) (अस्ति),"{""tokens"": [""यः"", ""(श्लेष्मा)"", ""तु"", ""आमाशय"", ""संस्थितः"", ""क्लेदकः"", ""सः"", ""अन्न"", ""सङ्घात"", ""क्लेदनात्"", ""(उच्यते)"", ""(अस्ति)""], ""compounds"": ""1\tयः\tयः\t13\tCompNo\t_\tNo_rel\n2\t(श्लेष्मा)\t(श्लेष्मा)\t13\tCompNo\t_\tNo_rel\n3\tतु\tतु\t13\tCompNo\t_\tNo_rel\n4\tआमाशय-\tआमाशय-संस्थितः\t5\tComp2\t_\tसप्तमी-तत्पुरुषः\n5\tसंस्थितः\t--\t13\tComp2\t_\tComp_root\n6\tक्लेदकः\tक्लेदकः\t13\tCompNo\t_\tNo_rel\n7\tसः\tसः\t13\tCompNo\t_\tNo_rel\n8\tअन्न-\tअन्न-सङ्घात-क्लेदनात्\t9\tComp3\t_\tषष्ठी-तत्पुरुषः\n9\tसङ्घात-\t--\t10\tComp3\t_\tषष्ठी-तत्पुरुषः\n10\tक्लेदनात्\t--\t13\tComp3\t_\tComp_root\n11\t(उच्यते)\t(उच्यते)\t13\tCompNo\t_\tNo_rel\n12\t(अस्ति)\t(अस्ति)\t13\tCompNo\t_\tNo_rel\n13\tDUMMY\t_\t0\tCompNo\t_\troot""}"
रसबोधनात् बोधकः रसनास्थायी (उच्यते) .,"{""tokens"": [""रस"", ""बोधनात्"", ""बोधकः"", ""रसना"", ""स्थायी"", ""(उच्यते)"", "".""], ""compounds"": ""1\tरस-\tरस-बोधनात्\t2\tComp2\t_\tषष्ठी-तत्पुरुषः\n2\tबोधनात्\t--\t8\tComp2\t_\tComp_root\n3\tबोधकः\tबोधकः\t8\tCompNo\t_\tNo_rel\n4\tरसना-\tरसना-स्थायी\t5\tComp2\t_\tउपपद-तत्पुरुषः\n5\tस्थायी\t--\t8\tComp2\t_\tComp_root\n6\t(उच्यते)\t(उच्यते)\t8\tCompNo\t_\tNo_rel\n7\t.\t.\t8\tCompNo\t_\tNo_rel\n8\tDUMMY\t_\t0\tCompNo\t_\troot""}"
शिरःसंस्थः अक्षतर्पणात् तर्पकः (उच्यते) .,"{""tokens"": [""शिरः"", ""संस्थः"", ""अक्ष"", ""तर्पणात्"", ""तर्पकः"", ""(उच्यते)"", "".""], ""compounds"": ""1\tशिरः-\tशिरःसंस्थः\t8\tCompNo\t_\tNo_rel\n2\tसंस्थः\tसंस्थः\t8\tCompNo\t_\tNo_rel\n3\tअक्ष-\tअक्ष-तर्पणात्\t4\tComp2\t_\tषष्ठी-तत्पुरुषः\n4\tतर्पणात्\t--\t8\tComp2\t_\tComp_root\n5\tतर्पकः\tतर्पकः\t8\tCompNo\t_\tNo_rel\n6\t(उच्यते)\t(उच्यते)\t8\tCompNo\t_\tNo_rel\n7\t.\t.\t8\tCompNo\t_\tNo_rel\n8\tDUMMY\t_\t0\tCompNo\t_\troot""}"
सन्धिसंश्लेषात् श्लेषकः (उच्यते) सन्धिषु स्थितः .,"{""tokens"": [""सन्धि"", ""संश्लेषात्"", ""श्लेषकः"", ""(उच्यते)"", ""सन्धिषु"", ""स्थितः"", "".""], ""compounds"": ""1\tसन्धि-\tसन्धि-संश्लेषात्\t2\tComp2\t_\tषष्ठी-तत्पुरुषः\n2\tसंश्लेषात्\t--\t8\tComp2\t_\tComp_root\n3\tश्लेषकः\tश्लेषकः\t8\tCompNo\t_\tNo_rel\n4\t(उच्यते)\t(उच्यते)\t8\tCompNo\t_\tNo_rel\n5\tसन्धिषु\tसन्धिषु\t8\tCompNo\t_\tNo_rel\n6\tस्थितः\tस्थितः\t8\tCompNo\t_\tNo_rel\n7\t.\t.\t8\tCompNo\t_\tNo_rel\n8\tDUMMY\t_\t0\tCompNo\t_\troot""}"
इति प्रायेण दोषाणाम् स्थानानि अविकृतआत्मनाम् (जानीयात्) .,"{""tokens"": [""इति"", ""प्रायेण"", ""दोषाणाम्"", ""स्थानानि"", ""अविकृत"", ""आत्मनाम्"", ""(जानीयात्)"", "".""], ""compounds"": ""1\tइति\tइति\t9\tCompNo\t_\tNo_rel\n2\tप्रायेण\tप्रायेण\t9\tCompNo\t_\tNo_rel\n3\tदोषाणाम्\tदोषाणाम्\t9\tCompNo\t_\tNo_rel\n4\tस्थानानि\tस्थानानि\t9\tCompNo\t_\tNo_rel\n5\tअविकृत-\tअविकृत-आत्मनाम्\t6\tComp2\t_\tबहुव्रीहिः\n6\tआत्मनाम्\t--\t9\tComp2\t_\tComp_root\n7\t(जानीयात्)\t(जानीयात्)\t9\tCompNo\t_\tNo_rel\n8\t.\t.\t9\tCompNo\t_\tNo_rel\n9\tDUMMY\t_\t0\tCompNo\t_\troot""}"
व्यापिनामपि जानीयात् कर्माणि च पृथक् पृथक् .,"{""tokens"": [""व्यापिनामपि"", ""जानीयात्"", ""कर्माणि"", ""च"", ""पृथक्"", ""पृथक्"", "".""], ""compounds"": ""1\tव्यापिनामपि\tव्यापिनामपि\t8\tCompNo\t_\tNo_rel\n2\tजानीयात्\tजानीयात्\t8\tCompNo\t_\tNo_rel\n3\tकर्माणि\tकर्माणि\t8\tCompNo\t_\tNo_rel\n4\tच\tच\t8\tCompNo\t_\tNo_rel\n5\tपृथक्\tपृथक्\t8\tCompNo\t_\tNo_rel\n6\tपृथक्\tपृथक्\t8\tCompNo\t_\tNo_rel\n7\t.\t.\t8\tCompNo\t_\tNo_rel\n8\tDUMMY\t_\t0\tCompNo\t_\troot""}"
उष्णेन युक्ताः रूक्षआद्याः वायोः कुर्वन्ति सञ्चयम् .,"{""tokens"": [""उष्णेन"", ""युक्ताः"", ""रूक्ष"", ""आद्याः"", ""वायोः"", ""कुर्वन्ति"", ""सञ्चयम्"", "".""], ""compounds"": ""1\tउष्णेन\tउष्णेन\t9\tCompNo\t_\tNo_rel\n2\tयुक्ताः\tयुक्ताः\t9\tCompNo\t_\tNo_rel\n3\tरूक्ष-\tरूक्ष-आद्याः\t4\tComp2\t_\tबहुव्रीहिः\n4\tआद्याः\t--\t9\tComp2\t_\tComp_root\n5\tवायोः\tवायोः\t9\tCompNo\t_\tNo_rel\n6\tकुर्वन्ति\tकुर्वन्ति\t9\tCompNo\t_\tNo_rel\n7\tसञ्चयम्\tसञ्चयम्\t9\tCompNo\t_\tNo_rel\n8\t.\t.\t9\tCompNo\t_\tNo_rel\n9\tDUMMY\t_\t0\tCompNo\t_\troot""}"
(रूक्षाद्याः) शीतेन कोपम् कुर्वन्ति उष्णेन च शमम् कुर्वन्ति स्निग्धआदयः गुणाः .,"{""tokens"": [""(रूक्षाद्याः)"", ""शीतेन"", ""कोपम्"", ""कुर्वन्ति"", ""उष्णेन"", ""च"", ""शमम्"", ""कुर्वन्ति"", ""स्निग्ध"", ""आदयः"", ""गुणाः"", "".""], ""compounds"": ""1\t(रूक्षाद्याः)\t(रूक्षाद्याः)\t13\tCompNo\t_\tNo_rel\n2\tशीतेन\tशीतेन\t13\tCompNo\t_\tNo_rel\n3\tकोपम्\tकोपम्\t13\tCompNo\t_\tNo_rel\n4\tकुर्वन्ति\tकुर्वन्ति\t13\tCompNo\t_\tNo_rel\n5\tउष्णेन\tउष्णेन\t13\tCompNo\t_\tNo_rel\n6\tच\tच\t13\tCompNo\t_\tNo_rel\n7\tशमम्\tशमम्\t13\tCompNo\t_\tNo_rel\n8\tकुर्वन्ति\tकुर्वन्ति\t13\tCompNo\t_\tNo_rel\n9\tस्निग्ध-\tस्निग्धादयः\t13\tCompNo\t_\tNo_rel\n10\tआदयः\tस्निग्धादयः\t13\tCompNo\t_\tNo_rel\n11\tगुणाः\tगुणाः\t13\tCompNo\t_\tNo_rel\n12\t.\t.\t13\tCompNo\t_\tNo_rel\n13\tDUMMY\t_\t0\tCompNo\t_\troot""}"
शीतेन युक्ताः ताक्ष्णआद्याः चयम् पित्तस्य कुर्वते .,"{""tokens"": [""शीतेन"", ""युक्ताः"", ""ताक्ष्ण"", ""आद्याः"", ""चयम्"", ""पित्तस्य"", ""कुर्वते"", "".""], ""compounds"": ""1\tशीतेन\tशीतेन\t9\tCompNo\t_\tNo_rel\n2\tयुक्ताः\tयुक्ताः\t9\tCompNo\t_\tNo_rel\n3\tताक्ष्ण-\tताक्ष्ण-आद्याः\t4\tComp2\t_\tबहुव्रीहिः\n4\tआद्याः\t--\t9\tComp2\t_\tComp_root\n5\tचयम्\tचयम्\t9\tCompNo\t_\tNo_rel\n6\tपित्तस्य\tपित्तस्य\t9\tCompNo\t_\tNo_rel\n7\tकुर्वते\tकुर्वते\t9\tCompNo\t_\tNo_rel\n8\t.\t.\t9\tCompNo\t_\tNo_rel\n9\tDUMMY\t_\t0\tCompNo\t_\troot""}"
(तीक्ष्णादयः) उष्णेन कोपम् (कुर्वते) मन्दाद्याः शमम् (कुर्वते) शीतउपसंहिताः .,"{""tokens"": [""(तीक्ष्णादयः)"", ""उष्णेन"", ""कोपम्"", ""(कुर्वते)"", ""मन्दाद्याः"", ""शमम्"", ""(कुर्वते)"", ""शीत"", ""उपसंहिताः"", "".""], ""compounds"": ""1\t(तीक्ष्णादयः)\t(तीक्ष्णादयः)\t11\tCompNo\t_\tNo_rel\n2\tउष्णेन\tउष्णेन\t11\tCompNo\t_\tNo_rel\n3\tकोपम्\tकोपम्\t11\tCompNo\t_\tNo_rel\n4\t(कुर्वते)\t(कुर्वते)\t11\tCompNo\t_\tNo_rel\n5\tमन्दाद्याः\tमन्दाद्याः\t11\tCompNo\t_\tNo_rel\n6\tशमम्\tशमम्\t11\tCompNo\t_\tNo_rel\n7\t(कुर्वते)\tकुर्वते\t11\tCompNo\t_\tNo_rel\n8\tशीत-\tशीत-उपसंहिताः\t9\tComp2\t_\tतृतीया-तत्पुरुषः\n9\tउपसंहिताः\t--\t11\tComp2\t_\tComp_root\n10\t.\t.\t11\tCompNo\t_\tNo_rel\n11\tDUMMY\t_\t0\tCompNo\t_\troot""}"
शीतेन युक्ताः स्निग्धआदयः कुर्वते श्लेष्मणः चयम् .,"{""tokens"": [""शीतेन"", ""युक्ताः"", ""स्निग्ध"", ""आदयः"", ""कुर्वते"", ""श्लेष्मणः"", ""चयम्"", "".""], ""compounds"": ""1\tशीतेन\tशीतेन\t9\tCompNo\t_\tNo_rel\n2\tयुक्ताः\tयुक्ताः\t9\tCompNo\t_\tNo_rel\n3\tस्निग्ध-\tस्निग्ध-\t4\tComp2\t_\tबहुव्रीहिः\n4\tआदयः\tआदयः\t9\tComp2\t_\tComp_root\n5\tकुर्वते\tकुर्वते\t9\tCompNo\t_\tNo_rel\n6\tश्लेष्मणः\tश्लेष्मणः\t9\tCompNo\t_\tNo_rel\n7\tचयम्\tचयम्\t9\tCompNo\t_\tNo_rel\n8\t.\t.\t9\tCompNo\t_\tNo_rel\n9\tDUMMY\t_\t0\tCompNo\t_\troot""}"
(स्निग्धादयः) उष्णेन कोपम् (कुर्वते) तेन एव गुणाः रूक्षआदयः शमम् (कुर्वते) .,"{""tokens"": [""(स्निग्धादयः)"", ""उष्णेन"", ""कोपम्"", ""(कुर्वते)"", ""तेन"", ""एव"", ""गुणाः"", ""रूक्ष"", ""आदयः"", ""शमम्"", ""(कुर्वते)"", "".""], ""compounds"": ""1\t(स्निग्धादयः)\t(स्निग्धादयः)\t13\tCompNo\t_\tNo_rel\n2\tउष्णेन\tउष्णेन\t13\tCompNo\t_\tNo_rel\n3\tकोपम्\tकोपम्\t13\tCompNo\t_\tNo_rel\n4\t(कुर्वते)\t(कुर्वते)\t13\tCompNo\t_\tNo_rel\n5\tतेन\tतेनैव\t13\tCompNo\t_\tNo_rel\n6\tएव\t_\t13\tCompNo\t_\tNo_rel\n7\tगुणाः\tगुणाः\t13\tCompNo\t_\tNo_rel\n8\tरूक्ष-\tरूक्ष-\t9\tComp2\t_\tबहुव्रीहिः\n9\tआदयः\tआदयः\t13\tComp2\t_\tComp_root\n10\tशमम्\tशमम्\t13\tCompNo\t_\tNo_rel\n11\t(कुर्वते)\t(कुर्वते)\t13\tCompNo\t_\tNo_rel\n12\t.\t.\t13\tCompNo\t_\tNo_rel\n13\tDUMMY\t_\t0\tCompNo\t_\troot""}"
चयः वृद्धिः स्वस्वधाम्नि एव (भवति) प्रद्वेषः वृद्धिहेतुषु विपरीतगुणइच्छा च (भवति) .,"{""tokens"": [""चयः"", ""वृद्धिः"", ""स्व"", ""स्वधाम्नि"", ""एव"", ""(भवति)"", ""प्रद्वेषः"", ""वृद्धि"", ""हेतुषु"", ""विपरीत"", ""गुण"", ""इच्छा"", ""च"", ""(भवति)"", "".""], ""compounds"": ""1\tचयः\tचयः\t16\tCompNo\t_\tNo_rel\n2\tवृद्धिः\tवृद्धिः\t16\tCompNo\t_\tNo_rel\n3\tस्व-\tस्व-\t4\tComp2\t_\tषष्ठी-तत्पुरुषः\n4\tस्वधाम्नि\tस्वधाम्नि\t16\tComp2\t_\tComp_root\n5\tएव\tएव\t16\tCompNo\t_\tNo_rel\n6\t(भवति)\t(भवति)\t16\tCompNo\t_\tNo_rel\n7\tप्रद्वेषः\tप्रद्वेषः\t16\tCompNo\t_\tNo_rel\n8\tवृद्धि-\tवृद्धि-हेतुषु\t9\tComp2\t_\tइतरेतर-द्वन्द्वः\n9\tहेतुषु\t--\t16\tComp2\t_\tComp_root\n10\tविपरीत-\tविपरीत-गुण-इच्छा\t11\tComp3\t_\tकर्मधारयः\n11\tगुण-\t--\t12\tComp3\t_\tषष्ठी-तत्पुरुषः\n12\tइच्छा\t--\t16\tComp3\t_\tComp_root\n13\tच\tच\t16\tCompNo\t_\tNo_rel\n14\t(भवति)\t(भवति)\t16\tCompNo\t_\tNo_rel\n15\t.\t.\t16\tCompNo\t_\tNo_rel\n16\tDUMMY\t_\t0\tCompNo\t_\troot""}"
कोपः तु उन्मार्गगामिता (भवति) .,"{""tokens"": [""कोपः"", ""तु"", ""उन्मार्ग"", ""गामिता"", ""(भवति)"", "".""], ""compounds"": ""1\tकोपः\tकोपः\t7\tCompNo\t_\tNo_rel\n2\tतु\tतु\t7\tCompNo\t_\tNo_rel\n3\tउन्मार्ग-\tउन्मार्ग-गामिता\t4\tComp2\t_\tद्वितीया-तत्पुरुषः\n4\tगामिता\t--\t7\tComp2\t_\tComp_root\n5\t(भवति)\t(भवति)\t7\tCompNo\t_\tNo_rel\n6\t.\t.\t7\tCompNo\t_\tNo_rel\n7\tDUMMY\t_\t0\tCompNo\t_\troot""}"
लिङ्गानाम् दर्शनम् स्वेषाम् अस्वास्थ्यम् रोगसम्भवः स्वस्थानस्थस्य समता विकारअसम्भवः शमः (भवति) (भवति) (कोपस्य) (लक्षणम्),"{""tokens"": [""लिङ्गानाम्"", ""दर्शनम्"", ""स्वेषाम्"", ""अस्वास्थ्यम्"", ""रोग"", ""सम्भवः"", ""स्व"", ""स्थान"", ""स्थस्य"", ""समता"", ""विकार"", ""असम्भवः"", ""शमः"", ""(भवति)"", ""(भवति)"", ""(कोपस्य)"", ""(लक्षणम्)""], ""compounds"": ""1\tलिङ्गानाम्\tलिङ्गानाम्\t18\tCompNo\t_\tNo_rel\n2\tदर्शनम्\tदर्शनम्\t18\tCompNo\t_\tNo_rel\n3\tस्वेषाम्\tस्वेषाम्\t18\tCompNo\t_\tNo_rel\n4\tअस्वास्थ्यम्\tअस्वास्थ्यम्\t18\tCompNo\t_\tNo_rel\n5\tरोग-\tरोगसम्भवः\t18\tCompNo\t_\tNo_rel\n6\tसम्भवः\t_\t18\tCompNo\t_\tNo_rel\n7\tस्व-\tस्व-\t8\tComp2\t_\tषष्ठी-तत्पुरुषः\n8\tस्थान-\tस्थान-\t9\tComp2\t_\tComp_root\n9\tस्थस्य\tस्वस्थानस्थस्य\t18\tComp2\t_\tषष्ठीसम्बन्धः\n10\tसमता\tसमता\t18\tCompNo\t_\tNo_rel\n11\tविकार-\tविकार-असम्भवः\t12\tComp2\t_\tषष्ठी-तत्पुरुषः\n12\tअसम्भवः\t--\t18\tComp2\t_\tComp_root\n13\tशमः\tशमः\t18\tCompNo\t_\tNo_rel\n14\t(भवति)\t(भवति)\t18\tCompNo\t_\tNo_rel\n15\t(भवति)\t(भवति)\t18\tCompNo\t_\tNo_rel\n16\t(कोपस्य)\t(कोपस्य)\t18\tCompNo\t_\tNo_rel\n17\t(लक्षणम्)\t(लक्षणम्)\t18\tCompNo\t_\tNo_rel\n18\tDUMMY\t_\t0\tCompNo\t_\troot""}"
चयप्रकोपशमाः वायोः ग्रीष्मआदिषु त्रिषु (जायन्ते) .,"{""tokens"": [""चय"", ""प्रकोप"", ""शमाः"", ""वायोः"", ""ग्रीष्म"", ""आदिषु"", ""त्रिषु"", ""(जायन्ते)"", "".""], ""compounds"": ""1\tचय-\tचय-प्रकोप-शमाः\t2\tComp3\t_\tइतरेतर-द्वन्द्वः\n2\tप्रकोप-\t--\t3\tComp3\t_\tइतरेतर-द्वन्द्वः\n3\tशमाः\t--\t10\tComp3\t_\tComp_root\n4\tवायोः\tवायोः\t10\tCompNo\t_\tNo_rel\n5\tग्रीष्म-\tग्रीष्म-\t6\tComp2\t_\tबहुव्रीहिः\n6\tआदिषु\tग्रीष्मादिषु\t10\tComp2\t_\tComp_root\n7\tत्रिषु\tत्रिषु\t10\tCompNo\t_\tNo_rel\n8\t(जायन्ते)\t(जायन्ते)\t10\tCompNo\t_\tNo_rel\n9\t.\t.\t10\tCompNo\t_\tNo_rel\n10\tDUMMY\t_\t0\tCompNo\t_\troot""}"
वर्षाआदिषु तु (त्रिषु) पित्तस्य (जायन्ते) श्लेष्मणः शिशिरआदिषु (त्रिषु) (जायन्ते) चयप्रकोपशमाः चयप्रकोपशमाः,"{""tokens"": [""वर्षा"", ""आदिषु"", ""तु"", ""(त्रिषु)"", ""पित्तस्य"", ""(जायन्ते)"", ""श्लेष्मणः"", ""शिशिर"", ""आदिषु"", ""(त्रिषु)"", ""(जायन्ते)"", ""चय"", ""प्रकोप"", ""शमाः"", ""चय"", ""प्रकोप"", ""शमाः""], ""compounds"": ""1\tवर्षा-\tवर्षादिषु\t18\tCompNo\t_\tNo_rel\n2\tआदिषु\t_\t18\tCompNo\t_\tNo_rel\n3\tतु\tतु\t18\tCompNo\t_\tNo_rel\n4\t(त्रिषु)\t(त्रिषु)\t18\tCompNo\t_\tNo_rel\n5\tपित्तस्य\tपित्तस्य\t18\tCompNo\t_\tNo_rel\n6\t(जायन्ते)\t(जायन्ते)\t18\tCompNo\t_\tNo_rel\n7\tश्लेष्मणः\tश्लेष्मणः\t18\tCompNo\t_\tNo_rel\n8\tशिशिर-\tशिशिर-\t9\tComp2\t_\tबहुव्रीहिः\n9\tआदिषु\tआदिषु\t18\tComp2\t_\tComp_root\n10\t(त्रिषु)\t(त्रिषु)\t18\tCompNo\t_\tNo_rel\n11\t(जायन्ते)\t(जायन्ते)\t18\tCompNo\t_\tNo_rel\n12\tचय-\tचय-प्रकोप-शमाः\t13\tComp3\t_\tइतरेतर-द्वन्द्वः\n13\tप्रकोप-\t--\t14\tComp3\t_\tइतरेतर-द्वन्द्वः\n14\tशमाः\t--\t18\tComp3\t_\tComp_root\n15\tचय-\tचय-प्रकोप-शमाः\t16\tComp3\t_\tइतरेतर-द्वन्द्वः\n16\tप्रकोप-\tप्रकोप-\t17\tComp3\t_\tइतरेतर-द्वन्द्वः\n17\tशमाः\tशमाः\t18\tComp3\t_\tComp_root\n18\tDUMMY\t_\t0\tCompNo\t_\troot""}"
